Sr#,Project_Title,Approval_Status,Approved_Date,Total_Cost,Foreign Loan,Expenditure_2024,Throwforward_2025,Rupee_Funding,Allocation_2024_25,Type,Ministry,Utilization%,Approval_Year,Approval_Month
124,Dualization of Road from Chishtian to Chak No. 46/3R via Dahrnawala (41.15 Km) including 2-lane Link Road Dahrnawal to Chak 175M (4.86Km),ECNEC,2023-09-08,8962.98,0.0,50.0,8912.98,50.0,50.0,On-going,COMMUNICATIONS DIVISION,0.557850179,2023.0,9.0
125,"Interchange at Nalha- Maira Sharif on CPEC Hakla  D.I. Khan Section along with link roads to Chab village and Nalhad, Tehsil Pindigheb, District Attock (Feasibility Study)",DDWP,2023-06-26,1000.0,0.0,30.0,970.0,50.0,50.0,On-going,COMMUNICATIONS DIVISION,3.0,2023.0,6.0
126,"Construction of Road from M3 to Rajana to Chistian via Chichawatni, Burewala and Sahu Ka Patttan, District Bahawalnagar (48 Km) (Feasibility)",DDWP,2023-06-26,100.0,0.0,52.375,47.625,50.0,50.0,On-going,COMMUNICATIONS DIVISION,52.375,2023.0,6.0
127,Construction of road from  Essa Khel (Arsla Khan) to BannuKarak Link (D.I Khan Development Package).,CDWP,2023-06-24,6926.0,0.0,168.0,6758.0,50.0,50.0,On-going,COMMUNICATIONS DIVISION,2.425642506,2023.0,6.0
128,Construction of road from Dalbantin to Ziarat Balanosh (77Km) District Chaghi (Deposit Work),CDWP,2020-09-06,9488.64,0.0,1000.0,8488.64,50.0,50.0,On-going,COMMUNICATIONS DIVISION,10.53891812,2020.0,9.0
129,New Motorway from Karachi to Hyderabad PPP Mode - Commercial Feasibility,DDWP,2023-06-26,75.0,0.0,50.0,25.0,5.0,5.0,On-going,COMMUNICATIONS DIVISION,66.66666667,2023.0,6.0
130,Construction of Tunnel Joining Khaki with Oghi District Mansehra (Feasibility),DDWP,2023-06-26,17.313,0.0,20.0,2.687,5.0,5.0,On-going,COMMUNICATIONS DIVISION,100.0,2023.0,6.0
131,Construction of Interchange at Maurusipur on M-3 Near Muridwala (Feasibility),DDWP,2024-06-26,13.232,0.0,0.0,13.232,0.0,0.0,New,COMMUNICATIONS DIVISION,0.0,2024.0,6.0
132,Relocation of Karakorum Highway between Thakot & Raikot due to Construction of Dams on River Indus (Thor Nullah to Raikot Section  88 Km),ECNEC,2024-06-29,234000.0,0.0,0.0,234000.0,500.0,500.0,New,COMMUNICATIONS DIVISION,0.0,2024.0,6.0
133,Land Acquisition for Relocation of Karakorum Highway between Thakot & Raikot due to Construction of Dams on River Indus (Thor Nullah to Raikot Section  88 Km),CDWP,2024-06-26,4133.93,0.0,0.0,4133.93,500.0,3500.0,New,COMMUNICATIONS DIVISION,0.0,2024.0,6.0
134,Construction of Mashkhel – Panjgoor Road (191.6 km),Under Process,,46000.0,0.0,0.0,46000.0,0.0,0.0,New,COMMUNICATIONS DIVISION,0.0,,
135,"Dualization/ strengthening of N-65 from Quetta - Dhadar, 110 Kms (Feasibility Study)",DDWP,2022-06-06,38.211,0.0,0.0,38.211,5.0,5.0,New,COMMUNICATIONS DIVISION,0.0,2022.0,6.0
136,Rehabilitation & Upgradation of Tarap Interchange – Tarap City Road (5.8 KM) - D.I. Khan Development Package (Feasibility Study),DDWP,2022-09-23,245.0,0.0,0.0,245.0,1.0,1.0,New,COMMUNICATIONS DIVISION,0.0,2022.0,9.0
137,Construction of New Road from Esa Khel Interchange (on Motorway M-14) to Bannu Link Road (on Indus Highway N-55) near Akhundan Banda (50 Km) (Feasibility Study),CDWP,,50.0,0.0,0.0,50.0,1.0,1.0,New,COMMUNICATIONS DIVISION,0.0,,
138,Construction of Road & Tunnel between Shounter (Kel) to Rattu (Gorikot) & Tunnel at Shounter (40 Kms) (Feasibility Study),DDWP,2021-08-25,82.623,0.0,0.0,82.623,5.0,5.0,New,COMMUNICATIONS DIVISION,0.0,2021.0,8.0
139,Construction of Road Baiker to Marri Top Dera Bhugti (Feasibility Study),DDWP,2024-06-26,49.764,0.0,0.0,49.764,20.0,20.0,New,COMMUNICATIONS DIVISION,0.0,2024.0,6.0
140,Development of ICT and Artificial Intelligence Based Precision Agriculture System utilizing dual- use Aerospace Technologies - GreenAI,DDWP,2021-04-23,1880.0,0.0,566.318,1313.68,732.857,732.857,On-going,DEFENCE DIVISION,30.12329787,2021.0,4.0
141,Establishment of National Aerospace Science & Technology Park  (NASTP) Aviation City Pakistan (ACP),CDWP,2020-02-12,3481.58,0.0,2616.9,864.689,864.689,864.689,On-going,DEFENCE DIVISION,75.16414961,2020.0,2.0
142,"Establishment of National University of Pakistan, Islamabad.",CDWP,2022-06-29,368.348,0.0,290.872,77.476,77.476,77.476,On-going,DEFENCE DIVISION,78.96662938,2022.0,6.0
143,"NIHD Center of Excellence for Preventive , Cardiovascular Research & Development (NEPCARD)",CDWP,2022-05-18,4000.0,0.0,159.977,3840.02,1184.52,1184.52,On-going,DEFENCE DIVISION,3.999425,2022.0,5.0
144,Acquisition of Land from CDA for Establishing Medcial City at Islamad by National University of Medical Science (Phase-I),CDWP,2022-06-29,5200.0,0.0,1000.0,4200.0,623.899,623.899,On-going,DEFENCE DIVISION,19.23076923,2022.0,6.0
145,Water Distribution Network for RCB/CCB based on Khanpur Dam Water Source (Phase-III),CDWP,2017-07-24,880.5,0.0,880.5,0.0,2.0,2.0,On-going,DEFENCE DIVISION,100.0,2017.0,7.0
146,Establishment of New Generation National Geodetic Datum of Pakistan,CDWP,2017-09-05,1585.61,1522.61,29.349,1556.27,21.0,321.0,On-going,DEFENCE DIVISION,1.850959568,2017.0,9.0
147,Construction of 2 x Fast Response Boats (FRBs) for PMSA,DDWP,2023-07-06,600.0,0.0,180.0,420.0,420.0,420.0,On-going,DEFENCE DIVISION,30.0,2023.0,7.0
148,Establishment Technology Assessment  Lab,DDWP,2023-05-18,443.94,0.0,164.045,279.895,279.895,279.895,On-going,DEFENCE DIVISION,36.95206559,2023.0,5.0
149,Establishment of FG Junior Public School Gwadar,DDWP,2024-02-26,384.667,0.0,384.667,0.0,184.667,184.667,New,DEFENCE DIVISION,100.0,2024.0,2.0
150,Establishment of FG Junior Public School Gilgit,DDWP,2024-02-26,395.0,0.0,395.0,0.0,195.0,195.0,New,DEFENCE DIVISION,100.0,2024.0,2.0
151,"Unmanned Aerial Vehicles System for Law Enforcement, Emergency Search & Rescue and Pollution Control Mission",DDWP,2024-02-05,400.0,0.0,400.0,0.0,400.0,400.0,New,DEFENCE DIVISION,100.0,2024.0,2.0
152,Establishment of Emerging Technologies Lab,DDWP,2024-02-05,597.87,0.0,597.87,0.0,50.0,50.0,New,DEFENCE DIVISION,100.0,2024.0,2.0
153,Construction of Academic Block of National University of Pakistan (NUP) Islamabad,Under Process,,6048.0,0.0,6048.0,0.0,0.0,0.0,New,DEFENCE DIVISION,100.0,,
154,"Construction of Research and Regional Center (R&RC) at Sector H-8/1, Islamabad.",CDWP,2024-06-26,1192.33,0.0,1192.33,0.0,50.0,50.0,New,DEFENCE DIVISION,100.0,2024.0,6.0
155,Establishment of Project Management Cell for Creation of Shipyard at Gwadar,DDWP,2020-03-03,773.256,0.0,160.87,612.386,117.121,117.121,On-going,DEFENCE PRODUCTION DIVISION,20.8042356,2020.0,3.0
156,Infrastructure Upgradation of KS&EW,ECNEC,2023-07-27,10689.81,0.0,7030.93,3658.88,3658.88,3658.88,On-going,DEFENCE PRODUCTION DIVISION,65.77226349,2023.0,7.0
157,Establishment of National Institute of Management (NIM) in SAARC Building Islamabad,DDWP,2024-04-30,525.445,0.0,349.233,176.212,128.0,128.0,On-going,ESTABLISHMENT DIVISION,66.46423508,2024.0,4.0
158,"Institutional Strengthening and Augmentation of Training & Research Facilities of National School of Public Policy, Lahore",DDWP,2024-04-30,861.075,0.0,518.624,342.451,250.0,250.0,On-going,ESTABLISHMENT DIVISION,60.22982899,2024.0,4.0
159,"Strengthening of Training Activities of Pakistan Administrative Services Officers at Civil Services Academy, Lahore",DDWP,2024-04-30,329.741,0.0,178.366,151.375,100.0,100.0,On-going,ESTABLISHMENT DIVISION,54.09275765,2024.0,4.0
160,"Up-gradation of NCRD Complex (Phase-III) at Chak Shahzad, Islamabad",DDWP,2022-05-21,73.559,0.0,22.769,50.79,30.0,30.0,On-going,ESTABLISHMENT DIVISION,30.95338436,2022.0,5.0
161,"Construction of Auditorium at NIM, Peshawar",DDWP,2022-05-21,171.562,0.0,77.578,93.984,50.0,50.0,On-going,ESTABLISHMENT DIVISION,45.21863816,2022.0,5.0
162,"Construction of Overhead Water Tank, at NIM Peshawar",DDWP,2024-04-30,32.311,0.0,0.0,32.311,3.0,3.0,New,ESTABLISHMENT DIVISION,0.0,2024.0,4.0
163,"Reconstruction of Boundary Wall, Sewerage System and Provision of Solar Tubewell & over Head Water Tank at PARD, Peshawar",DDWP,2022-05-29,148.4,0.0,0.0,148.4,10.0,10.0,New,ESTABLISHMENT DIVISION,0.0,2022.0,5.0
164,Reconstruction of Staff Welfare's Working Women Hostel at Sector G-7 Islamabad,DDWP,2024-04-30,267.01,0.0,0.0,267.01,100.0,100.0,New,ESTABLISHMENT DIVISION,0.0,2024.0,4.0
165,"Construction of Residential Facalilities for Female Officers on Margalla Road Sector F-6, Islamabad",DDWP,2024-04-30,713.89,0.0,0.0,713.89,250.0,250.0,New,ESTABLISHMENT DIVISION,0.0,2024.0,4.0
166,Award of 1600 Scholarships to Students from Indian Occupied Kashmir under Prime Minister's Directive (4th Revised),CDWP,2019-06-05,2054.89,0.0,1270.67,784.225,250.0,250.0,On-going,FEDERAL EDUCATION & PROFESSIONAL TRAINING DIVISION,61.8364,2019.0,6.0
167,"Construction of Graduate Block in NCA, Lahore",DDWP,2020-05-21,933.384,0.0,530.914,402.47,320.0,320.0,On-going,FEDERAL EDUCATION & PROFESSIONAL TRAINING DIVISION,56.88055506,2020.0,5.0
168,"Establishment of Federal Government College of Home Economics, Management Sciences & Specialized Disciplines, F-11/1, Islamabad. (2nd Revised)",CDWP,2022-04-06,2637.77,990.886,1149.13,1488.64,338.0,485.0,On-going,FEDERAL EDUCATION & PROFESSIONAL TRAINING DIVISION,43.56445027,2022.0,4.0
169,"Establishment of Islamabad Model College for Boys, Margalla Town, Islamabad",DDWP,2019-02-12,430.937,0.0,62.651,368.286,90.0,90.0,On-going,FEDERAL EDUCATION & PROFESSIONAL TRAINING DIVISION,14.53831999,2019.0,2.0
170,"Establishment of Islamabad Model College for Girls, G-13/1, Islamabad",CDWP,2018-02-05,315.272,0.0,243.807,71.465,100.0,100.0,On-going,FEDERAL EDUCATION & PROFESSIONAL TRAINING DIVISION,77.33227182,2018.0,2.0
171,Establishment of Project Planning and Development Unit (PPDU) 1st Revised,DDWP,2023-01-27,156.638,0.0,97.731,58.907,58.0,58.0,On-going,FEDERAL EDUCATION & PROFESSIONAL TRAINING DIVISION,62.39290594,2023.0,1.0
172,Pilot Project on Improving Recruitment and On-Boarding of Teachers in FDE Schools,DDWP,2020-04-16,207.26,0.0,133.662,73.598,10.1,10.1,On-going,FEDERAL EDUCATION & PROFESSIONAL TRAINING DIVISION,64.49001254,2020.0,4.0
173,PM's Special Package to Implement 'Skills for All' Strategy as Catalyst for TVET Sector Development in Pakistan,CDWP,2022-04-06,9877.0,0.0,8787.79,1089.21,417.12,417.12,On-going,FEDERAL EDUCATION & PROFESSIONAL TRAINING DIVISION,88.97225878,2022.0,4.0
174,Provision of Basic Educational (Missing) Facilities in Educational Institutions of ICT under FDE,CDWP,2023-06-14,7490.6,0.0,3148.78,4341.82,2700.0,2700.0,On-going,FEDERAL EDUCATION & PROFESSIONAL TRAINING DIVISION,42.03641898,2023.0,6.0
175,Sustainability of Computer Labs Established by the Universal Services Fund (USF) along with Retention of 202 Computer Teachers in Girls Schools/Colleges of FDE,DDWP,2021-04-28,441.774,0.0,200.0,241.774,130.0,130.0,On-going,FEDERAL EDUCATION & PROFESSIONAL TRAINING DIVISION,45.27201691,2021.0,4.0
176,National Institute of Excellence in Teacher's Education,DDWP,2023-03-24,960.761,0.0,332.802,627.959,300.0,300.0,On-going,FEDERAL EDUCATION & PROFESSIONAL TRAINING DIVISION,34.63941605,2023.0,3.0
177,"Enrolment, Retention, and Progression of Out of School Children  in Islamabad Capital Territory",DDWP,2023-06-27,700.0,0.0,115.597,584.403,300.0,300.0,On-going,FEDERAL EDUCATION & PROFESSIONAL TRAINING DIVISION,16.51385714,2023.0,6.0
178,Action to Strengthen Performance for inclusive and Responsive Education Program (TA Component),CDWP,2023-06-14,525.78,525.78,0.0,525.78,0.0,275.78,On-going,FEDERAL EDUCATION & PROFESSIONAL TRAINING DIVISION,0.0,2023.0,6.0
179,"Provision of ECE Centers in existing classrooms of Primary schools of Federal Directorate of Education, Islamabad",DDWP,2023-06-27,998.624,0.0,450.0,548.624,300.0,300.0,On-going,FEDERAL EDUCATION & PROFESSIONAL TRAINING DIVISION,45.06200532,2023.0,6.0
180,Skill Development Program (NAVTTC),CDWP,2023-08-07,4700.0,0.0,640.02,4059.98,1000.0,1000.0,On-going,FEDERAL EDUCATION & PROFESSIONAL TRAINING DIVISION,13.61744681,2023.0,8.0
181,Prime Minister's Youth Skill Development,CDWP,2023-06-26,5000.0,0.0,2908.8,2091.2,4000.0,4000.0,On-going,FEDERAL EDUCATION & PROFESSIONAL TRAINING DIVISION,58.176,2023.0,6.0
182,Pakistan Education Fund (M/o Federal Education),ECNEC,,5000.0,0.0,1000.0,4000.0,4000.0,4000.0,On-going,FEDERAL EDUCATION & PROFESSIONAL TRAINING DIVISION,20.0,,
183,"Feasibility Studies for Establishment of Cadet College Poonch (DAVI Gali, Hajira, Azad Jammu & Kashmir",DDWP,2023-08-17,40.772,0.0,0.0,40.772,35.0,35.0,New,FEDERAL EDUCATION & PROFESSIONAL TRAINING DIVISION,0.0,2023.0,8.0
184,Disruptive Education: Transforming schools into foundries of emerging tech,DDWP,2024-05-23,987.996,0.0,0.0,987.996,480.0,480.0,New,FEDERAL EDUCATION & PROFESSIONAL TRAINING DIVISION,0.0,2024.0,5.0
185,Establishment of Daanish school in ICT Kuri,CDWP,2024-01-04,3000.0,0.0,0.0,3000.0,1000.0,1000.0,New,FEDERAL EDUCATION & PROFESSIONAL TRAINING DIVISION,0.0,2024.0,1.0
186,"Establishment of Seven Daanish Schools In AJK, GB and Balochistan",CDWP,2024-05-22,14927.48,0.0,0.0,14927.48,4500.0,4500.0,New,FEDERAL EDUCATION & PROFESSIONAL TRAINING DIVISION,0.0,2024.0,5.0
187,Pakistan National Endowment Fund (NEST),Under Process,,10000.0,0.0,0.0,10000.0,0.0,0.0,New,FEDERAL EDUCATION & PROFESSIONAL TRAINING DIVISION,0.0,,
188,"Construction of Federal Audit Complex,G-8/1 Islamabad (PC-I)",DDWP,2020-03-20,504.97,0.0,504.97,0.0,288.689,288.689,On-going,FINANCE DIVISION,100.0,2020.0,3.0
189,Financial Inclusion and Infrastructure Project (World Bank loand)  US$ 137 M) (Original Cost 14318.18),ECNEC,2023-06-27,22282.41,0.0,14919.36,7363.05,0.0,1108.51,On-going,FINANCE DIVISION,66.95577363,2023.0,6.0
190,Implementation and Mainstreaming of Audit Management Information System (AMIS),DDWP,2021-01-07,1003.3,0.0,584.686,418.614,418.42,418.42,On-going,FINANCE DIVISION,58.27628825,2021.0,1.0
191,Implementation of PFM Policy framework in Federal Government,DDWP,2021-05-04,320.0,0.0,75.358,244.642,80.0,80.0,On-going,FINANCE DIVISION,23.549375,2021.0,5.0
192,"Modernization & up-gradation of Pakistan Mint,  (Phase-II-A)",CDWP,2024-03-05,1790.0,0.0,132.387,1657.61,829.506,829.506,On-going,FINANCE DIVISION,7.395921788,2024.0,3.0
193,Construction of National Savings Complex (PC-II),DDWP,2022-03-29,10.0,0.0,2.8,7.2,7.2,7.2,On-going,FINANCE DIVISION,28.0,2022.0,3.0
194,"Pakistan Audit & Account Academy (PAAA)"" Islamabad (PC- I)",CDWP,2023-05-24,1500.0,0.0,390.0,1110.0,780.0,780.0,On-going,FINANCE DIVISION,26.0,2023.0,5.0
195,Implementation of Online Billing Solution (Sehel) Under the PFM Reforms at Federal & Provincial level (PC-I),CDWP,2023-06-14,1742.12,0.0,79.166,1662.95,1613.0,1613.0,On-going,FINANCE DIVISION,4.544233463,2023.0,6.0
196,"Construction of Audit House, Lahore",CDWP,2024-03-05,1528.93,0.0,0.0,1528.93,458.679,458.679,New,FINANCE DIVISION,0.0,2024.0,3.0
197,Women Inclusive Finance,ECNEC,2023-11-12,31413.05,0.0,0.0,31413.05,0.0,500.0,New,FINANCE DIVISION,0.0,2023.0,11.0
198,"Construction of Approaches on Both Sides of Sheikh Khalifa Bridge (UAE) over River Indus alongwith Guide Banks, length=15.21km, District Rahim Yar Khan.",CDWP,2021-05-29,7156.4,0.0,2206.0,4950.4,200.0,200.0,On-going,FINANCE DIVISION,30.82555475,2021.0,5.0
199,"Construction of Road from Bahawalpur (N-5) to Jhangra Sharqi Interchange (KLM), length=42km, District Bahawalpur.",CDWP,2021-05-29,3584.26,0.0,2030.0,1554.26,500.0,500.0,On-going,FINANCE DIVISION,56.63651632,2021.0,5.0
200,"Construction of Toursim Highway from Lower Topa Murree to Chak Pandori via Kotli Sattian, length = 123.62 Km, District Rawalpindi.",CDWP,2021-02-06,3780.42,0.0,1423.2,2357.22,100.0,100.0,On-going,FINANCE DIVISION,37.64661069,2021.0,2.0
201,"Dualization of Lillah Interchange (M-2) via P.D. Khan to Jehlum I/C Bypasses (02 Nos), length=128km, District Jhelum.",ECNEC,2021-04-06,12760.28,0.0,4875.0,7885.28,1500.0,1500.0,On-going,FINANCE DIVISION,38.20449081,2021.0,4.0
202,"Dualization of Mian Channu (N-5) to Abdul Hakim Interchange (M-4) via Tulamba, length=30.40km, District Khanewal.",CDWP,2021-05-06,2100.12,0.0,1470.0,630.115,100.0,100.0,On-going,FINANCE DIVISION,69.99600023,2021.0,5.0
203,"Dualization of Road from Gt Road (Samma) to Gujrat Dinga Road I/C Gujrat Flyover, length 31 Kms, District Gujrat",CDWP,2019-09-12,7575.02,0.0,3180.0,4395.02,100.0,100.0,On-going,FINANCE DIVISION,41.98008718,2019.0,9.0
204,"Dualization of Road from Gujranwala to M-2 Interchange at Kot Sarwar via Hafizabad (Km No.6.20 To 80.35), length=74.15km, District Gujranwala & Hafizabad",CDWP,2021-04-06,8932.72,0.0,3481.0,5451.72,200.0,200.0,On-going,FINANCE DIVISION,38.9690934,2021.0,4.0
205,"Dualization of Road from Karam Dad Qureshi (N-70) to Qasba Gujrat, length = 12.00 Km, District Muzaffargarh.",CDWP,2021-05-29,2237.04,0.0,1547.0,690.039,100.0,100.0,On-going,FINANCE DIVISION,69.15388192,2021.0,5.0
206,"Dualization of Road from Mandi Baha-Ud-Din City to Sarai Alamgir Canal Pul Main Gt Road via Village Rasool, length=46.00km, District Mandi Bahauddin.",CDWP,2021-05-29,5598.37,0.0,1873.0,3725.37,200.0,200.0,On-going,FINANCE DIVISION,33.45616671,2021.0,5.0
207,"Dualization of Road from Salam to Sargodha via Bhalwal Ajnala Road, length=47.00km, District Sargodha.",CDWP,2021-02-06,5707.0,0.0,1172.16,4534.85,500.0,500.0,On-going,FINANCE DIVISION,20.53898721,2021.0,2.0
208,"Dualization of Sargodha – Khushab - Mianwali Road, length=60.43km, District Khushab.",CDWP,2021-02-06,8703.29,0.0,2830.0,5873.29,500.0,500.0,On-going,FINANCE DIVISION,32.51643919,2021.0,2.0
209,Program to Uplift Water Supply and Sanitation Infrastructure in Underdeveloped Areas of Punjab (Federal Share 80%),CDWP,2020-04-22,2619.2,0.0,0.0,2619.2,50.0,50.0,On-going,FINANCE DIVISION,0.0,2020.0,4.0
210,"Up-Gradation of Kalabagh/ Shakardara Road, length=38.64km, District Mianwali.",CDWP,2021-05-29,1903.14,0.0,1264.0,639.141,200.0,200.0,On-going,FINANCE DIVISION,66.4165537,2021.0,5.0
211,"Widening & Improvement of Road from Haroonabad to Fortabbas, Tehsil Haroonabad, length=53.20km, District Bahawalnagar.",CDWP,2021-05-06,2551.56,0.0,820.0,1731.56,500.0,500.0,On-going,FINANCE DIVISION,32.13720234,2021.0,5.0
212,"Widening/ Improvement/ Rehabilitation of Road from Chowkiwala (N-55) Tehsil Taunsa to N-70 (Chappar/ Balochistan) via Zain, Barthi & Kharar Buzdar, length=105km, District D.G. Khan.",CDWP,2021-05-29,8298.97,0.0,2288.0,6010.97,100.0,100.0,On-going,FINANCE DIVISION,27.56968636,2021.0,5.0
213,"Widening / Improvement of Road from Sialkot Cantt: to Jassar Garrison, Length = 69.00 Km, District Sialkot & Narowal.",CDWP,2022-09-14,7264.91,0.0,1620.0,5644.91,1750.0,1750.0,On-going,FINANCE DIVISION,22.2989686,2022.0,9.0
214,Improvement of Road From Sanghar to National Highway N-5 at Point Rohri via Mudh Jamrao and Salehput 0.00 to 221.00 KMs.,CDWP,2023-02-03,13099.54,0.0,0.0,13099.54,5000.0,5000.0,New,FINANCE DIVISION,0.0,2023.0,2.0
215,Dualization Of Road From Larkano To Lakhi (@N-65) = 45.50 Kms.(50:50),CDWP,2022-01-07,4925.46,0.0,0.0,4925.46,230.0,230.0,New,FINANCE DIVISION,0.0,2022.0,1.0
216,Construction of Gravity based Water Supply Scheme and,CDWP,2021-05-27,2358.37,0.0,70.0,2288.37,200.0,200.0,Ministry of Railways (3rd Revised),Ministry of Railways (3rd Revised),2.968151732,2021.0,5.0
217,Construction Of Black Top Road From Sui To Bijo Qabristan Asreli District Dera Bugti 25 km,CDWP,2021-02-06,446.928,0.0,267.5,179.428,179.428,179.428,On-going,FINANCE DIVISION,59.85304121,2021.0,2.0
218,Construction of Flyovers at Various Locations of Quetta City to Mitigate Traffic Congestion,CDWP,2022-10-31,3010.87,0.0,614.083,2396.79,1200.0,1200.0,On-going,FINANCE DIVISION,20.39553352,2022.0,10.0
219,"Construction of Panjgur - Gichak - Awaran Road, District Panjgur / Awaran (SB)",ECNEC,2023-10-05,27638.75,0.0,875.0,26763.75,2000.0,2000.0,On-going,FINANCE DIVISION,3.165845054,2023.0,10.0
220,Construction of Road from Buleda to Proom 60 km District Kech (SB),CDWP,2021-05-29,4896.27,0.0,125.0,4771.27,1500.0,1500.0,On-going,FINANCE DIVISION,2.552963787,2021.0,5.0
221,Construction of Road from Naag to Gichak 46 km District Panjgur (SB),CDWP,2023-04-05,3445.19,0.0,125.0,3320.19,500.0,500.0,On-going,FINANCE DIVISION,3.628246918,2023.0,4.0
222,Construction of Road from Proom to Chedgi 70 km District Panjgur (SB),CDWP,2021-05-29,3399.39,0.0,200.0,3199.39,1000.0,1000.0,On-going,FINANCE DIVISION,5.883408494,2021.0,5.0
223,Construction of Road From Proom To Jalgai 84.4km District Kech (SB),CDWP,2021-05-29,4507.49,0.0,200.0,4307.49,1000.0,1000.0,On-going,FINANCE DIVISION,4.437059206,2021.0,5.0
224,Construction of Road from Sibi - Talli (25km) and Kohlu - Rakhni (91km),CDWP,2020-01-20,3033.96,0.0,1420.0,1613.96,500.0,500.0,On-going,FINANCE DIVISION,46.80351752,2020.0,1.0
225,"Development of Ziarat Town, District Ziarat, Balochistan",CDWP,2023-06-02,5558.54,0.0,390.0,5168.54,300.0,300.0,On-going,FINANCE DIVISION,7.016230881,2023.0,6.0
226,Establishment of Cadet College Kharan,CDWP,2015-02-12,1906.31,0.0,1603.66,302.649,302.649,302.649,On-going,FINANCE DIVISION,84.1237784,2015.0,2.0
227,Gwadar Development Authority (Business Plan) Location: Gwadar Balochistan,ECNEC,2010-09-12,25000.0,0.0,14581.12,10418.88,1500.0,1500.0,On-going,FINANCE DIVISION,58.32448,2010.0,9.0
228,Gwadar Safe City Project,CDWP,2016-02-19,4966.91,0.0,738.0,4228.91,1000.0,1000.0,On-going,FINANCE DIVISION,14.85833244,2016.0,2.0
229,Gwadar Smart Environmental Sanitation System and Landfill Project,CDWP,2018-03-29,2593.0,0.0,327.0,2266.0,200.0,200.0,On-going,FINANCE DIVISION,12.61087543,2018.0,3.0
